Company Name,Description,Headquarters,Country,Website,Industry,Company Size,Specialities,Company Type,Followers
Scadea Software Solutions,"With our core consulting and outsourcing expertise in Low Code, BPM, RPA, and Applied AI, Scadea Software Solutions is unleashing the game-changing power of Hyper Automation across the planet. 

We fully comprehend that differentiating our clients' capabilities is critical to their success, and we have the experience and breadth in areas like BPM, Appian, Salesforce, Workflow Automation platforms, Mobile App Development, Ecommerce Development, Full-Stack Development, and Performance management to ensure that our clients get the edge they desire.

With over 500+ expert professionals on board from the most agile team, we've been providing solutions and services to enterprise customers in a variety of industries, such as banking, insurance, education, telecom, health care, etc.","Princeton, New Jersey",United States,https://www.linkedin.com/redir/redirect?url=https%3A%2F%2Fwww%2Escadea%2Ecom&urlhash=Kn-q&trk=about_website,IT Services and IT Consulting,"501-1,000 employees","Digital Transformation, Digital Business Strategy, Salesforce Services, Leagacy to Cloud Migration, SAP ERP Consulting, Data Analytics, Mobile APP Development, Fullstack Development, Ecommerce Development, AI and ML, RPA, CX Innovation & Optimization (SFDC), Digital Product Engineering (ISV), Data-Driven Business & Intelligence, Core IT Modernization, and Performance Marketing and More",Privately Held,"58,677"
null,null,null,null,null,null,null,null,null,null
Rekamy,"REKAMY strives to empower a world where creativity meets no bounds and go hand in hand with easy. We pride ourselves with these 3 simple rules as we grow in this business, creative, inspiring and fullflling our clients every need.

With our in-house eager and experienced designers and developer, we recognize the fact that usability, functionality and visualization are three of the most important factors when designing and developing our works. Using this strategy, we work with you to ensure that your messaging and marketing goals are realized with the designs we create. We will work with you and bring your idea to life. ","Cyberjaya, Selangor",Malaysia,https://www.linkedin.com/redir/redirect?url=https%3A%2F%2Fwww%2Erekamy%2Ecom&urlhash=EnsL&trk=about_website,Design Services,11-50 employees,"Website Development, Website Design, Mobile Application, Software Development, Website Maintenance, and Digital Marketing",Partnership,26
DVT,"DVT's high performing technology teams provide high impact business software solutions for clients across the globe. Founded in 1999, DVT has grown to over 600 staff with offices in the United Kingdom (London), Ireland, the Netherlands (Amsterdam), Switzerland, Kenya and South Africa. For more on our services, visit us at www.dvtsoftware.com.","Johannesburg, GP",South Africa,https://www.linkedin.com/redir/redirect?url=https%3A%2F%2Fwww%2Edvtsoftware%2Ecom&urlhash=nThx&trk=about_website,Software Development,"501-1,000 employees","Software Development, Business Analysis, Agile consulting & training, Software testing, Project management, Digital transformation, UX/UI Design, Cloud services, Custom software applications, Business Analysis, Mobile app development, DevOps, Robotic Process Automation, Business Intelligence, Staff augmentation, Power BI, Data Analytics, Software Developers, Bespoke software, and Software Development Projects",Privately Held,"36,611"
Slovenská inovačná a energetická agentúra,"Slovenská inovačná a energetická agentúra propaguje a podporuje opatrenia a projekty zamerané na inovatívne riešenia, energetickú efektívnosť a využívanie obnoviteľných zdrojov energie.

SIEA bola zriadená ako štátna príspevková organizácia rozhodnutím ministra hospodárstva Slovenskej republiky 1. mája 1999.

Úlohy SIEA
- pôsobí ako sprostredkovateľský orgán a implementačná agentúra pre štrukturálne fondy EÚ;
- zhromažďuje a vyhodnocuje údaje o energetickej efektívnosti a využívaní obnoviteľných zdrojov energie v SR;
- pripravuje podklady pre novelizáciu energetickej legislatívy;
- zastupuje Slovensko v medzinárodných energetických projektoch;
- poskytuje  bezplatné energetické poradenstvo pre domácnosti, podnikateľov a verejný sektor;
- zabezpečuje prevádzku monitorovacieho systému efektívnosti pri používaní energie;
- vykonáva skúšky špecialistov v energetike;
- od roku 2007 plní štátne úlohy v oblasti podpory inovácií, sleduje a vyhodnocuje inovačné aktivity na Slovensku a navrhuje opatrenia na ich podporu;
- od roku 2015 plní úlohy Technologickej agentúry v súlade so Stratégiou výskumu a inovácií pre inteligentnú špecializáciu Slovenskej republiky;
- v roku 2016 po uzatvorení Delegačnej dohody s Európskou komisiou sa stala národnou agentúrou pre Program Bohunice.","Bratislava, 00 002 801",Slovensko,https://www.linkedin.com/redir/redirect?url=https%3A%2F%2Fwww%2Esiea%2Esk%2F&urlhash=mkxO&trk=about_website,Renewable Energy Semiconductor Manufacturing,201-500 employees,null,Government Agency,"1,466"
Sp Mundi Turismo E Cambio,null,"Sao Paulo, São Paulo",Brasil,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fspmundi%2Ecom%2Ebr&urlhash=Z4rI&trk=about_website,null,2-10 employees,null,null,9
Merchant.id,"We help business with simple landing page builder & e-commerce to start, sell, market & manage.",null,null,https://www.linkedin.com/redir/redirect?url=https%3A%2F%2Fmerchant%2Eid%2F&urlhash=h-wo&trk=about_website,Software Development,11-50 employees,"SAAS, Ecommerce, Digital Marketing, Brand, and Online Selling",Partnership,null
Shooting House,"Somos uma plataforma que oferece produtos e serviços que ajudam você e sua entidade a otimizar processos e aumentar sua produtividade, sem complicações.

Nosso sistema de gestão online possui módulos que facilitam o gerenciamento da sua entidade, controlando os desempenhos e mantendo um relacionamento com os seus filiados.

Já parou para pensar quanto tempo é gasto para contabilizar as pontuaçōes de uma súmula? Agora imagine esse mesmo processo em várias e várias provas a longo prazo. Com a Shooting Score você irá dar fim a esse gasto desnecessário de tempo, ganhando mais agilidade no processo de pontuação das provas.","Guarapuava, Paraná",Brasil,https://www.linkedin.com/redir/redirect?url=https%3A%2F%2Fshootinghouse%2Ecom%2Ebr%2F&urlhash=ZKS8&trk=about_website,Program Development,11-50 employees,"Desenvolvimento Web, Desenvolvimento Mobile, PHP, Laravel, Lâminas, MySQL, PostgresSQL, Angular, Flutter, Kotlin, Android, IOS, Zend, WordPress, Linux, Git, Docker, NodeJS, Desenvolvimento de Software, and Servidores",Privately Held,265
Headwater Companies,"Headwater Companies, LLC is a collection of leading groundwater distributors. This collective and vested group ensures a focused groundwater distribution organization that delivers quality products and leading brands to the industry, providing contractors with the availability and service they demand to meet their application challenges.","Littleton, Colorado",United States,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fheadwaterco%2Ecom&urlhash=YzTp&trk=about_website,Wholesale,201-500 employees,groundwater and distribution,Public Company,"1,646"
null,null,null,null,null,null,null,null,null,null
YKP,"Nesses 34 anos, a YKP  alia  experiência  e  inovação, e  tem-se destacado no mercado de consultoria, implantação e sustentação de sistemas de gestão empresarial, apresentando ao mercado as mais modernas tecnologias. 

Nossa empresa se especializou no atendimento às médias e grandes empresas nos mais variados segmentos destacando manufatura, serviços, agrobusiness e saúde. Com o objetivo de contribuir para a governança das instituições melhorando controles, gestão e aumentando a competitividade e a performance dessas empresas, a YKP tem à disposição dos seus clientes as melhores tecnologias de classe mundial.

Especialidades:

• Gestão Empresarial
• Big Data / Analytics
• Gestão Fiscal e Tributária
• Soluções Web e Mobile 
• Cloud Computing","São Paulo, SP",Brasil,https://www.linkedin.com/redir/redirect?url=https%3A%2F%2Fwww%2Eykp%2Ecom%2Ebr&urlhash=gixR&trk=about_website,Information Technology & Services,201-500 employees,"ERP Oracle EBS e JD Edwards, e Business Intelligence, Gestão Fiscal e Tributária (Mastersaf DW), e-Business, Mobilidade e Cloud Computing, and Consultoria, Treinamento e Desenvolvimento",Privately Held,"16,302"
