Company,Company Description,Date Victimised,Number of Clicks,Status,Data Size (Gb),Link to Folder Directory
wblight.com,"https://mega.nz/folder/BulV0LLK#z7j6tj0PCcqoe4Xkmd3Cbw With over 110 years under our belt, Wiedenbach Brown is one of the most established names in the lighting business. But we're also one of the most forward-thinking brands in the game. Our inno...",2024-04-13 17:40:00,24462,Published,,NA
dkpvlaw.com,"https://mega.nz/folder/t6FEhaTS#WtcbM08aDEU8k_HwdgkPSw Deeley King Pang & Van Etten, LLP was founded in 1985 by William Deeley and Dennis W. King on two key principles. The attorneys and staff at Deeley King Pang & Van Etten, LLP are committed...",2024-04-13 17:40:00,23823,Published,,NA
crinetics.com,"Crinetics is here for endocrine disease patients who are eager to find therapies that provide effective disease control and more simplicity in their lives. We have failed to reach an agreement with the Crinetics organization, given their unscrupul...",2024-04-11 04:13:00,40342,Published,,NA
anovahealth.com,"Anova Health is a company that offers a complete system of innovative health care technologies for the patient-centered integrative practitioner. It provides products, education, coaching and support for functional, biological, regenerative and energ...",2024-04-09 15:52:00,20238,Published,229.2,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/00fae1baa150f82e1e2d4d70e3f9f313-debf9f60-13b9-34ff-83d2-91f07211008f/anovahealth.com/anovahealth.com.7z-file-tree.txt
lavelle.com,"For over 100 years, Lavelle has taken a leading role as a United States rubber and plastics manufacturer. 665 Mchenry St Burlington, Wisconsin 53105, United States Employees: 201 - 500 revenue: $500M Kathryn Turke Vice President, Sales (OEM...",2024-04-08 21:13:00,21198,Published,,NA
earnesthealth.com,Welcome to Ernest Health. Ernest Health is a network of rehabilitation and long-term acute care hospitals. Ernest Health hospitals provide specialized medical and rehabilitative services to patients recovering from disabilities caused by injuries or...,2024-04-06 06:45:00,22547,Published,68.81,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/5f0fb3ccd04e0ea325f76feb77e83d8a-b00af3a9-889e-33e1-89bb-7fff5b7e5dba/earnesthealth.com/earnesthealth.com.7z-file-tree.txt
truehomes.com,Click the link in our bio to leave us a review⭐️ 📲 Ready to start the journey towards your dream home? Visit www.TrueHomes.com or give us a call at (704)-448-6458 today! 🏠 🎬The Karver at North District #2024Kickoff #TrueHomes #TrueHomesUSA #MoreL...,2024-04-05 17:53:00,21197,Published,844.56,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/a250da9ea5f1f17994f7b6cb26dcb267-d3280d37-5aca-37ad-84ac-3df5d18821d8/truehomesusa.com/truehomesusa.com.7z-file-tree.txt| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/a250da9ea5f1f17994f7b6cb26dcb267-d3280d37-5aca-37ad-84ac-3df5d18821d8/truehomesusa.com/truehomesusa.com_part2.7z-file-tree.txt
worthenind.com,"At Worthen Industries, we manufacture specialty adhesives, coatings, coated products, and thermoplastic extrusion for dynamic markets. But we specialize in sustainable innovation—by applying technology, green chemistry, and customer-first approach to...",2024-03-31 12:22:00,31577,Published,255.42,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/ab22056d8914a2342a0c8ec3d2f5a5d9-a40440ae-8e7b-3a75-97cb-d08775b55092/worthenind.com/worthenind.com.7z-file-tree.txt
sbmandco.com,"SBM & Co supplies clients with trusted advice on a wide range of accountancy and tax queries. We also provide support to businesses and individuals in a variety of specialist sectors, including art dealers, charities, manufacturers, retailers and who...",2024-03-31 12:21:00,31156,Published,99.21,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/4835f0ed9e951427b4d57960e7d10aa5-9d2d2ada-3baf-34f8-a072-b80df88fe5b7/sbmandco.com/sbmandco.com.7z-file-tree.txt
krueth.de,"Ever since 1969, innovative technologies and the tradesmen’s skills have marked KRÜTH’s path toward modern surfacing of tools. EtchingEngraving, Laser-EtchingEngraving and 3D-LaserEngraving demonstrate the innovative drive and the success of a family...",2024-03-27 08:17:00,24935,Published,,NA
pcscivilinc.com,"PCS Civil, Inc. is a leader in Heavy Civil Construction services in Florida. Originally known as Pepper Contracting, PCS was incorporated on December 21, 1993 with the mission to set the bar higher for all roadway, utility, and concrete companies in...",2024-03-27 08:13:00,24221,Published,,NA
npgandour.com,Nouvelle Parfumerie Gandour is a company that operates in the Internet industry. It employs 101-250 people and has $25M-$50M of revenue.,2024-03-26 17:44:00,39586,Published,281.52,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/d2171d26ae93c34d22648e49290d2747-ff5e7891-d040-3c33-8871-1a436f4fbdb5/npgandour.com.7386/npgandour.com.7z-file-tree.txt
agribank.com.na,"Agricultural Bank of Namibia | 3,380 followers on LinkedIn. Your all Season Bank | Agribank is a State-Owned Enterprise with the mandate to promote the growth and development of agriculture through affordable and innovative financing. Agribank has be...",2024-03-26 16:44:00,27284,Published,76.71,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/8376044cefd6f608212f84aeb4e235d2-a3055b35-20cd-3297-b376-b2134c8fd7c2/agribank.com.na/agribank.com.na.7z-file-tree.txt
regencymedia.com.au,"Founded in 1991, Five Mile has been a bedrock of relevant, accessible, and affordable content for children and their families in the Australian book industry. Sold by the founder in 2006, the business operated under Bonnier Publishing for over 10 ye...",2024-03-25 23:41:00,28021,Published,153.51,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/af59becf60c923e65e314062e1b0c3bf-65e8cf13-e8ee-367b-aae3-963ffdc6f737/regencymedia.com.au/regencymedia.com.au.tgz-file-tree.txt
silganholdings.com,"Silgan Holdings is a Connecticut-based American manufacturing company that produces consumer goods packaging. The company was founded in 1987 by two former executives of Continental Can, Phil Silver and Greg Horrigan – their names contributing to the...",2024-03-25 23:23:00,33995,Published,629.5,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/c3b429e82e76bc35180e24e35ecdbedd-8e3fa545-62fb-303c-b036-9e5e179de26e/silganholdings.com/data.zip-file-tree.txt| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/c3b429e82e76bc35180e24e35ecdbedd-8e3fa545-62fb-303c-b036-9e5e179de26e/silganholdings.com/silganholdings.com-2.zip-file-tree.txt| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/c3b429e82e76bc35180e24e35ecdbedd-8e3fa545-62fb-303c-b036-9e5e179de26e/silganholdings.com/silganholdings.com.7z-file-tree.txt
northerncasket.com,"Northern Casket produced it' s first casket on February 2, 1927. Throughout more than 80 years of manufacturing, Northern has worked very hard to produce goods of superior quality of materials, construction and workmanship.",2024-03-21 14:05:00,29700,Published,,NA
pathologie-bochum.de,"Das im Institut für Pathologie bearbeitete Untersuchungsgut (Histologie, Zytologie, Molekularpathologie) wird uns von Ärzten aller Fachrichtungen übersandt. Über das Ergebnis der von uns durchgeführten Untersuchungen ergeht ein schriftlicher Befun...",2024-03-21 13:57:00,29499,Published,,NA
sunholdings.net,"RMH Franchise, founded in 2012 and headquartered in Atlanta, Georgia, operates as a franchisee of chain restaurants. The Company offers burgers, chicken, steaks, pasta, seafood, and beverages. We have 1.5tb sensitive data. Call me to tox Katie Hec...",2024-03-19 19:17:00,52686,Published,685.35,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/98bbe0b30b09f876f3edbbd9ae7c9145-06c3da40-30ae-3f9a-a3e2-d64f7ee61264/rmhfranchise.com/rmhfranchise.com.7z-file-tree.txt
pronatindustries.com,Pronat Industries was hacked. All confidential and engineering data was stolen !!! ATTENTION !!! !!! IF YOU COOPERATE WITH PRONAT YOU CAN BE HACKED AT ANY MINUTE DUE TO A LARGE NUMBER OF CRITICAL VULNERABILITIES IN THEIR NETWORK !!! Pronat Ind...,2024-03-18 18:12:00,34845,Published,,NA
automotionshade.com,"Competitive advantage: Innovation helps OEMs stand out in a growing shade & sun protection industry that is expected to reach USD 9.10 billion by 2030, with a CAGR of 5.06%.",2024-03-16 13:38:00,28989,Published,12.5,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/15f7bd8a5cf29387d4217cfe40512d10-9a86ac3a-c08a-3550-b10e-3937c13c7efc/automotionshade.com/automotionshade.com.7z-file-tree.txt
bergmeister.eu,info@bergmeister.eu. Bergmeister GmbH Eisackstraße 1 · Via Isarco 1 ... +39 0472 979 000 02738860218. Bergmeister Ingenieure GmbH Aschauer Straße 32 81549 Munich Germany +49 89 780 720 72 DE 293308061.,2024-03-16 13:37:00,29032,Published,337.53,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/d6bc05b6a521583423708502dea11010-8669d953-e348-3238-8568-c9679e8ba837/bergmeister.eu/bergmeister.eu.7z-file-tree.txt
colefabrics.com,shanghai@colefabrics.com; Global Ribbons Italia. Bastioni di Porta Nuova 21; Milano; 20121; info@global-ribbons.com; www.global-ribbons.com +39 0289041200; Cole Fabrics Plc • Registered in England and Wales Number 2150561 • VAT Number GB520630001. Te...,2024-03-16 13:37:00,29223,Published,45.4,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/fb3158b8ad83f6644ef54d4bc01401e1-460001b2-9126-3b5e-a592-6279b27e5875/colefabrics.com/colefabrics.com.7z-file-tree.txt
duttonbrock.com,Our work crosses the spectrum of insurance litigation. We have been widely recognized for our excellence. Lexpert lists Dutton Brock as the most frequently recommended commercial insurance litigation firm in Canada.,2024-03-16 13:36:00,28789,Published,17.4,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/46603e84ef07ab9210b19c37efbb25c4-c870ef7a-367f-3124-8f92-ea854086a1b6/duttonbrock.com/duttonbrock.com.7z-file-tree.txt
hdstrading.com,"Established in 2002 HDS Trading Corp is a notable vendor in today's houseware products market. Established on the experience of over 30 years in the retail market, HDS is geared to our buyer's needs in diverse items ranging from kitchen to bath to st...",2024-03-16 13:35:00,28235,Published,117.21,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/cd6e4c20dedd3bbe495e285305177ef8-d73a8ab7-25c7-37a4-84af-f33233990040/hdstrading.com/hdstrading.com.7z-file-tree.txt
newmans-online.co.uk,Wayne Goddard FCCA ACA CTA. Tel: 01379 640640. email: wayne@newmans-online.co.uk. Wayne is also based in the Diss office and was appointed as director in 2012. Wayne joined the firm in 2009 after spending ten years training with a national mid-tier f...,2024-03-16 13:35:00,28288,Published,41.4,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/698736fcb2b4af2bcf2e16c27f40a31d-bcd17f90-55ad-360a-b5b6-4ca03a0d2165/newmans-online.co.uk/newmans-online.co.uk.7z-file-tree.txt
rrib.com,Discover our Programs: Working Together - Safe and Secure. Welcome to the web site of R. Robertson Insurance Brokers Ltd. R.R.I.B. is pleased to provide you with an overview of the products and services that we have to offer.,2024-03-16 13:34:00,27895,Published,0.03,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/7f9aa350869e75af7b63150e579e203d-91eb9ab6-eb5a-3a79-8c2d-3b5597c8a7ec/rrib.com/rrib.com.7z-file-tree.txt
triella.com,TRIELLA is an award winning IT Cloud Managed Services Provider (MSP) that services mid-market businesses. For 20 years we have been the trusted IT Success Partner to our clients. Book a free IT Consultation and discover the TRIELLA difference.,2024-03-16 13:33:00,27828,Published,13.3,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/ac11367f67c0f2113d50cc57a097d346-6875b729-dbd2-3138-929f-22d606436cde/triella.com/triella.com.7z-file-tree.txt
certifiedcollection.com,"Certified Solutions is a privately held, certified Minority Women Business Enterprise (MWBE) established in New Jersey in 1969. Certified Solutions specializes in accounts receivable management and debt recovery services. Our firm functions as an ext...",2024-03-16 03:00:00,28107,Published,,NA
elezabypharmacy.com,Contact Us. Vision & Mission Goals CEO Message Insurance Partners Sister Companies. Ask a Pharmacist Special Orders. Promotional Calendar Coupons & Gift Vouchers Deals of the Week. Contact Information Feedback & Complaints Careers Return Policy. El E...,2024-03-15 13:22:00,28613,Published,62.4,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/66d8d238d71853c3b3fa95db53ebca92-3b03a024-9336-3ec2-90c5-a7bd60e63ee0/elezabypharmacy.com/elezabypharmacy.com.7z-file-tree.txt
nationaldentex.com,"Data part #3 National Dentex is a full-service dental lab partner that offers a wide range of services, products and solutions for dentists and their patients. Whether you need crowns, bridges, veneers, implants or orthodontics, National Dentex can...",2024-03-14 12:25:00,31706,Published,0.12,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/9d551db35d354f1575c6c7f7a02c7005-b6a73902-77a9-3431-a500-14fbcc191a07/nationaldentex.com-3/dentex.7z-file-tree.txt
dhanisisd.net,"D'Hanis Independent School District is a public school district in Texas. You can contact the main system administrator on the contacts below, waiting for an answer can take some time from 1 minute to several days depending on the workload. Conta...",2024-03-14 12:14:00,32756,Published,113.41,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/64cc2c52223c812a7e6efc087a557b06-e4712b67-5d1a-37d6-8c88-98e7341453cd/dhanisisd.net/dhanisisd.net.7z-file-tree.txt
journeyfreight.com,With over 25 years of experience we have expanded into a globally positioned third party logistics company with a multitude of offices and agents across the globe to assist with your transport needs. Journey Freight™’s driving force is personalized...,2024-03-14 12:12:00,34380,Published,108.61,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/0d0ad68e8fb3c19257d065151fcf3f62-11c254a0-903d-322d-8360-271fb107f4c9/journeyfreight.com/journeyfreight.com.7z-file-tree.txt
nationaldentex.com,"Data part #2 National Dentex is a full-service dental lab partner that offers a wide range of services, products and solutions for dentists and their patients. Whether you need crowns, bridges, veneers, implants or orthodontics, National Dentex can...",2024-03-13 15:46:00,31866,Published,326.52,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/f257808cdad1e394497cd1d2e3cbbe27-363ea136-cfd1-316f-894f-c8c9aedfc72e/nationaldentex.com-2/national-dentex-corp.7z-file-tree.txt
geruestbau.com,"We have more than 1TB of company data. These are projects, clients, developments, finances, etc. https://www.teupe.de https://www.gesta.de The Teupe Group is an innovative, medium-sized group of companies with locations in Germany, Austria and Swi...",2024-03-13 09:31:00,30096,Published,,NA
nicklaus.com,"Jack William Nicklaus, nicknamed ""the Golden Bear"", is a retired American professional golfer and golf course designer. He is widely considered to be either the greatest or one of the greatest golfers of all time. He won 117 professional tournaments...",2024-03-10 18:41:00,30284,Published,3.7,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/2071898b816092be5fd160bad1177199-ecef4dc7-09ef-3ab1-af0c-1220ebf430d7/nicklaus.com/Nicklaus.zip-file-tree.txt
derrama.org.pe,"Pídelo Aquí Maestro, accede a todos los servicios que tenemos para ti Derrama Magisterial es una institución de seguridad social privada, perteneciente a los maestros que trabajan en las instituciones educativas del Estado.",2024-03-10 18:35:00,29871,Published,14.0,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/be07767aae6973cac11308db84828ec6-ec97316d-8854-3bd3-9459-6f0ebbc6ef2d/derrama.org.pe/derrama.org.pe.7z-file-tree.txt
apeagers.au,"Eagers Automotive is an automotive retail group in Australia and New Zealand. Starting as A P Eagers Automotive Limited, it has a history of more than 100 years. The company name changed to Eagers Automotive Limited from A.P. Eagers Limited in 2020 f...",2024-03-10 18:31:00,29892,Published,3.4,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/cd50423cac0377a34a7d9f2fd6c948d1-4141e567-e1c4-3c3e-a587-95757f4f1749/apeagers.au/apeagers.au.7z-file-tree.txt
magierp.com,MAGI develops and supports high quality ERP business solutions for small to mid-sized manufacturers. MAGI has been developing software solutions since 1985 and has installations worldwide. WinMAGI blends solid accounting and manufacturing practice...,2024-03-09 01:07:00,36183,Published,,NA
smuldes.com,"A SUSTAINABLE WORLD. Smulders is a multidisciplinary and international construction company with an established reputation in the engineering, production, supply and assembly of heavy, technically complex and architectural steel structures. We are al...",2024-03-02 19:36:00,36915,Published,,NA
ccdrc.pt,"The Centro Region or Central Portugal is one of the statistical regions of Portugal. The cities with major administrative status inside this region are Coimbra, Aveiro, Viseu, Caldas da Rainha, Leiria, Castelo Branco, Covilhã, Torres Vedras and Guard...",2024-03-02 19:15:00,36173,Published,,NA
silganhodlings.com,"About Us Building Franchise, Creating Value Silgan is a leading global sustainable packaging provider for consumer goods products to many of the world's best known consumer products companies. You can contact the main system administrator on the c...",2024-03-02 19:05:00,44574,Published,629.5,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/c3b429e82e76bc35180e24e35ecdbedd-8e3fa545-62fb-303c-b036-9e5e179de26e/silganholdings.com/data.zip-file-tree.txt| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/c3b429e82e76bc35180e24e35ecdbedd-8e3fa545-62fb-303c-b036-9e5e179de26e/silganholdings.com/silganholdings.com-2.zip-file-tree.txt| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/c3b429e82e76bc35180e24e35ecdbedd-8e3fa545-62fb-303c-b036-9e5e179de26e/silganholdings.com/silganholdings.com.7z-file-tree.txt
prattindustries.com,"Pratt Industries is a leading manufacturer of corrugated boxes and displays, as well as clean energy solutions and paper products. Learn more about their products, services, and sustainability efforts on their website. You can contact the main sys...",2024-03-02 19:04:00,43423,Published,0.14,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/2e881864e8e4365917ccf4764c59006f-aeda3290-ff14-3f46-b4e4-dd831737896f/prattindustries.com/prattindustries.com.7z-file-tree.txt
crbgroup.com,"A revolutionary integrated project delivery method that leverages the combined expertise and technical excellence of ONE project team to deliver your facility in a safe, lean and collaborative way. Engineering Architecture Construction Consulting The...",2024-03-02 19:04:00,44649,Published,620.55,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/f5e43a08562ddad576ea4064af6282a5-7be79085-21a4-31c0-add7-c3513d67b4d1/crbgroup.com/crbgroup.com.7z-file-tree.txt
unitednotions.com,unitednotions.com,2024-03-02 19:02:00,35364,Published,,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/ba6d276349b63cf9b9606cce6001a8f6-5257e3b1-0417-343f-a073-1aed07156a5e/unitednotions.com/full-listing-data.txt
thewalkerschool.org,"The Walker School, formerly known as the Joseph T. Walker School, is a private school in Marietta, Georgia, United States, on Cobb Parkway in what was originally Sprayberry High School. It was founded in 1957 as the St. James Day School at St. James...",2024-03-02 19:01:00,35969,Published,,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/dd4e2c6f230820f163521d058e466ccf-b65805f6-0457-349d-b0f1-0f3668b23ee2/thewalkerschool.org/full-listing-data.txt
schuett-grundei.de,"SANITÄTSHAUS. In unseren Sanitätshäusern führen wir frei verkäufliche, sowie individuell angepasste Hilfsmittel rund um Ihre Gesundheit. Unser qualifiziertes Personal steht Ihn gern mit Rat & Tat zur Seite.",2024-03-02 19:00:00,34985,Published,,NA
roth-werkzeugbau.de,"Bei roth Werkzeugbau liefern wir unseren Kunden schlüsselfertige Werkzeuglösungen. ... denn in unserem hauseigenen Technikum können wir nicht nur die Abmusterung auf unserem Maschinenpark durchführen, sondern auch Potentiale aus der Inbetriebnahme Ih...",2024-03-02 19:00:00,34839,Published,,NA
roehr-stolberg.de,"Walzblei für Dach & Fassade. Röhr + Stolberg ist Deutschlands führender Hersteller von Walzblei und Bleiwolle für Dächer und Fassaden. Die Produkte zeichnen sich durch extreme Langlebigkeit und Witterungsbeständigkeit aus. Ob klassisches Saturnblei,...",2024-03-02 18:59:00,34902,Published,,NA
starkpower.de,We are STARK. Strong brands under one roof. Find out more about our brands. STARK is your partner for logistics & professional storage. Learn more. LionTec is your partner for high quality lithium ion batteries . Learn more. Lithionator is your partn...,2024-03-02 18:58:00,34865,Published,0.0,NA
hotelemc2.com,"at the INTERSECTION of art & science ""The design of each dish is as arresting as the flavors on the plate."" - Sheridan Road ""The dynamic hotel offers a genuinely inspirational atmosphere"" - Techaeris ""The Albert, the hotel's all-day dining restaurant...",2024-03-02 18:57:00,35139,Published,,NA
heinrichseegers.de,Preis-werte und nachhaltige Textilien für alle Objektbereiche. DE: +49 (0) 5705 - 95822-0.,2024-03-02 18:56:00,33976,Published,,NA
good-lawyer.com,"No matter where you are, our international focus allows us to represent you throughout the US or even out of the country. Call us to get started on your case. Contact us today. Over 30 years of experience. Well-known expert legal team. International...",2024-03-02 18:52:00,33867,Published,,NA
pcli.com,"Home. world-class care. Notice of data event. Learn more. Having performed over 700,000 micro surgeries, Pacific Cataract and Laser Institute is one of North America's most experienced eyecare facilities.",2024-03-02 18:51:00,34206,Published,,NA
onyourmark.org,The mission of On Your Mark is to provide innovative and comprehensive community-based service to people with intellectual and developmental disabilities across their lifespan. We are committed to helping each individual experience the highest qualit...,2024-03-02 18:50:00,33832,Published,,NA
airalbania.com.al,Help & Contact. +355 4 224 60 00. customer.care@airalbania.com.al. b2b@airalbania.com.al. groups@airalbania.com.al. 24/7 booking and customer services. Customer Service. You're an email away to become our business partner.,2024-03-02 18:47:00,33263,Published,76.31,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/08cc2088f3d7d77577316f25f239514b-e2853ca3-8892-3de8-b923-de496b03dc29/airalbania.com.al/airalbania.com.al.7z-file-tree.txt
aipcenergy.com,"Providing highly qualified, highly experienced Mud Engineers and Solids Control Specialist to the Oil & Gas Industry. AIP Drilling Fluids Division personnel are committed to maintaining MW, reducing Loss Circulation, preventing Blowouts, increasing R...",2024-03-02 18:46:00,33094,Published,,NA
aegean.gr,"The University of the Aegean is a public, multi-campus university located in Lesvos, Chios, Samos, Rhodes, Syros and Lemnos, Greece. It was founded on March 20, 1984, by the Presidential Act 83/1984 and its administrative headquarters are located in...",2024-03-02 18:45:00,33156,Published,356.63,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/07cde6254eb6c0ab32302fad49f80942-4e494c7c-0cfd-3e45-b7f4-15acf7df8adf/aegean.gr/aegean.tgz-file-tree.txt
adamjeeinsurance.com,"Adamjee Insurance is one of the leading general insurance companies in Pakistan, offering Motor Insurance, Health Insurance, and Travel Insurance and offers customised solutions to meet the protection needs of individual and corporate customers.",2024-03-02 18:42:00,33149,Published,0.01,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/348bd3216cff962b8a9e8fcb204e5647-92438b84-170b-3b4a-836e-381c67df6139/adamjeeinsurance.com/adamjeeinsuranelist.7z-file-tree.txt| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/348bd3216cff962b8a9e8fcb204e5647-92438b84-170b-3b4a-836e-381c67df6139/adamjeeinsurance.com/adamjeeinsuranelist.txt
aerospace.com,"The Aerospace Corporation: Who We Are. As an independent, nonprofit corporation operating the only FFRDC for the space enterprise, The Aerospace Corporation performs objective technical analyses and assessments for a variety of government, civil, and...",2024-03-02 18:41:00,33320,Published,26.5,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/0a50adb82e8d2ef7f9da2fa8b2e43499-f73ff9a9-e734-3927-950b-8a232e2451a4/aerospace.com/aerospace.tgz-file-tree.txt
cityofbartlett.org,"Bartlett is a city in Shelby County, Tennessee, United States. The population was 57,786 at the 2020 U.S. Census.",2024-03-02 18:40:00,33021,Published,,NA
sinloc.com,"Sinloc si occupa di consulenza ed investimento in Italia e in Europa e promuove lo sviluppo locale sostenibile soprattutto attraverso la realizzazione di infrastrutture, con attività di assistenza tecnica, studi di fattibilità e investimenti in proge...",2024-03-02 18:39:00,32764,Published,,NA
sirva.com,"Sirva Worldwide, Inc. provides HR and mobility professionals with the resources, guidance, and support they need to achieve the best possible relocation for talent, and for the companies that move them. As a leading global relocation management and m...",2024-03-02 18:39:00,33444,Published,,NA
wombleco.com,Womble Company has been protecting your investment for over 40 years. We apply both internal and external pipeline coating systems. The amount of pipe we have coated could circle the earth 3 times.,2024-03-02 18:38:00,32737,Published,,NA
tvh.com,"TVH offers a wide range of parts and accessories for material handling, industrial, construction and agricultural equipment. Find out more about their services, products, webshop, downloads and news.",2024-03-02 18:37:00,37980,Published,,NA
dena.de,"About dena. Effizient, intelligent und nachhaltig - so soll Energie in Zukunft erzeugt und genutzt werden. Das erreicht die Deutsche Energie-Agentur mit Partnern und Kunden aus dem öffentlichen und privaten Sektor. Gemeinsam treiben wir die Energiewe...",2024-03-02 18:36:00,32626,Published,,NA
muellersystems.com,EMPOWER WATER UTILITIES TO BOOST PROFITABILITYCUSTOMER SATISFACTIONOPERATIONAL EFFICIENCY Maximize revenue recovery and customer satisfaction with Mueller Systems® Advanced Metering Infrastructure (AMI) Solution. Streamline your meter reading-to-bill...,2024-03-02 18:35:00,32635,Published,,NA
mrm.com.mx,"En MRM somos mayoristas líderes en el mercado de refacciones, accesorios y equipo de protección para las motocicletas de trabajo con mayor demanda en México. Nos enfocamos en atender refaccionarias, boutiques y corporativos que buscan ofrecer calidad...",2024-03-02 18:34:00,32240,Published,,NA
esser-ps.de,Lernen Sie jetzt die branchenspezifischen Digitaldruck-Lösungen der ESSER Gruppe kennen. ... Vertriebsmeeting der ESSER Gruppe 2022: die PS auf die Straße bringen. Synergien in einer Familie ohne Nesthäkchen. Weiterlesen 25.10.2022 Erstellt von Marti...,2024-03-02 18:32:00,33230,Published,,NA
cityofclarksville.com,"The official website of the City of Clarksville, Tennessee, provides information and services for residents, visitors and businesses. Find news, events, departments, programs, jobs, parks, and more.",2024-03-02 18:31:00,32841,Published,,NA
estes-express.com,"Estes offers reliable next-day LTL shipping, as well as other freight solutions, across North America. Track your shipments, get a rate quote, and learn more about Estes services and network.",2024-03-02 18:30:00,32328,Published,,NA
boeing.com,"Boeing is the world's largest aerospace company and leading manufacturer of commercial jetliners and defense, space and security systems. Learn about its latest products, innovations, sustainability efforts, careers and more.",2024-03-02 18:29:00,34280,Published,,NA
hartalega.com.my,"The history of Hartalega began in 1988. Our insatiable drive to continually outperform ourselves has transformed what began as a single-line manufacturing facility into what we are today—the largest manufacturer of nitrile gloves in the world, with a...",2024-02-29 09:36:00,50896,Published,407.13,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/ca50a4e53ca7a5e8dab60e768f287b36-b5d3bebe-db51-38cb-9a2b-9d216a1c8719/hartalega.com.my/hartalega.com.my.7z-file-tree.txt
